Date_UTC,Extent,IAGA,GEOLON,GEOLAT,MAGON,MAGLAT,MLT,MCOLAT,IGRF_DECL,SZA,dbn_nez,dbe_nez,dbz_nez,dbn_geo,dbe_geo,dbz_geo
2012-03-24T10:28:00,1,GIM,265.36,56.38,-26.08,66.16,3.78,23.84,-0.40,104.22,-19.6,-5.3,33.1,-19.6,-5.2,33.1
2012-03-24T10:28:01,1,GIM,265.36,56.38,-26.08,66.16,3.78,23.84,-0.40,104.22,-20.0,-5.2,33.2,-20.1,-5.1,33.2
2012-03-24T10:28:02,1,GIM,265.36,56.38,-26.08,66.16,3.78,23.84,-0.40,104.22,-20.5,-5.3,33.5,-20.6,-5.1,33.5
2012-03-24T10:28:03,1,GIM,265.36,56.38,-26.08,66.16,3.78,23.84,-0.40,104.22,-21.0,-5.2,33.6,-21.0,-5.1,33.6
2012-03-24T10:28:04,1,GIM,265.36,56.38,-26.08,66.16,3.78,23.84,-0.40,104.22,-21.5,-5.3,33.8,-21.6,-5.2,33.8
2012-03-24T10:28:05,1,GIM,265.36,56.38,-26.08,66.16,3.78,23.84,-0.40,104.22,-22.1,-5.4,34.1,-22.1,-5.2,34.1
2012-03-24T10:28:06,1,GIM,265.36,56.38,-26.08,66.16,3.78,23.84,-0.40,104.22,-22.5,-5.4,34.2,-22.5,-5.2,34.2
2012-03-24T10:28:07,1,GIM,265.36,56.38,-26.08,66.16,3.78,23.84,-0.40,104.22,-22.9,-5.4,34.5,-23.0,-5.2,34.5
2012-03-24T10:28:08,1,GIM,265.36,56.38,-26.08,66.16,3.78,23.84,-0.40,104.22,-23.2,-5.2,34.6,-23.3,-5.1,34.6
2012-03-24T10:28:09,1,GIM,265.36,56.38,-26.08,66.16,3.78,23.84,-0.40,104.22,-23.5,-5.0,34.8,-23.5,-4.9,34.8
2012-03-24T10:28:10,1,GIM,265.36,56.38,-26.08,66.16,3.78,23.84,-0.40,104.22,-23.8,-4.9,35.1,-23.8,-4.7,35.1
2012-03-24T10:28:11,1,GIM,265.36,56.38,-26.08,66.16,3.78,23.84,-0.40,104.22,-24.1,-4.7,35.3,-24.1,-4.6,35.3
2012-03-24T10:28:12,1,GIM,265.36,56.38,-26.08,66.16,3.78,23.84,-0.40,104.22,-24.5,-4.7,35.4,-24.5,-4.5,35.4
2012-03-24T10:28:13,1,GIM,265.36,56.38,-26.08,66.16,3.78,23.84,-0.40,104.22,-24.9,-4.7,35.5,-24.9,-4.5,35.5
2012-03-24T10:28:14,1,GIM,265.36,56.38,-26.08,66.16,3.78,23.84,-0.40,104.22,-25.3,-4.6,35.6,-25.3,-4.4,35.6
2012-03-24T10:28:15,1,GIM,265.36,56.38,-26.08,66.16,3.78,23.84,-0.40,104.22,-25.6,-4.6,35.7,-25.6,-4.4,35.7
2012-03-24T10:28:16,1,GIM,265.36,56.38,-26.08,66.16,3.78,23.84,-0.40,104.22,-25.9,-4.5,35.9,-25.9,-4.3,35.9
2012-03-24T10:28:17,1,GIM,265.36,56.38,-26.08,66.16,3.78,23.84,-0.40,104.22,-26.0,-4.2,36.0,-26.1,-4.0,36.0
2012-03-24T10:28:18,1,GIM,265.36,56.38,-26.08,66.16,3.78,23.84,-0.40,104.22,-26.3,-4.1,36.1,-26.3,-3.9,36.1
2012-03-24T10:28:19,1,GIM,265.36,56.38,-26.08,66.16,3.78,23.84,-0.40,104.22,-26.5,-3.9,36.2,-26.5,-3.7,36.2
2012-03-24T10:28:20,1,GIM,265.36,56.38,-26.08,66.16,3.78,23.84,-0.40,104.22,-26.8,-3.8,36.3,-26.8,-3.6,36.3
2012-03-24T10:28:21,1,GIM,265.36,56.38,-26.08,66.16,3.78,23.84,-0.40,104.22,-27.0,-3.7,36.3,-27.0,-3.5,36.3
2012-03-24T10:28:22,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-27.4,-3.7,36.3,-27.4,-3.5,36.3
2012-03-24T10:28:23,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-27.6,-3.6,36.4,-27.6,-3.4,36.4
2012-03-24T10:28:24,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-27.8,-3.4,36.3,-27.8,-3.2,36.3
2012-03-24T10:28:25,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-28.0,-3.2,36.4,-28.0,-3.0,36.4
2012-03-24T10:28:26,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-28.0,-3.0,36.5,-28.1,-2.8,36.5
2012-03-24T10:28:27,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-28.1,-2.8,36.5,-28.2,-2.6,36.5
2012-03-24T10:28:28,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-28.3,-2.7,36.5,-28.3,-2.5,36.5
2012-03-24T10:28:29,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-28.5,-2.6,36.4,-28.5,-2.4,36.4
2012-03-24T10:28:30,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-28.6,-2.6,36.4,-28.7,-2.4,36.4
2012-03-24T10:28:31,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-28.8,-2.5,36.2,-28.8,-2.3,36.2
2012-03-24T10:28:32,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-28.8,-2.3,36.1,-28.8,-2.1,36.1
2012-03-24T10:28:33,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-28.8,-2.1,36.1,-28.8,-1.9,36.1
2012-03-24T10:28:34,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-28.7,-1.8,36.0,-28.7,-1.6,36.0
2012-03-24T10:28:35,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-28.6,-1.5,35.9,-28.6,-1.3,35.9
2012-03-24T10:28:36,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-28.7,-1.4,35.8,-28.7,-1.2,35.8
2012-03-24T10:28:37,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-28.7,-1.2,35.7,-28.7,-1.0,35.7
2012-03-24T10:28:38,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-29.0,-1.3,35.5,-29.0,-1.1,35.5
2012-03-24T10:28:39,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-29.0,-1.1,35.3,-29.0,-0.9,35.3
2012-03-24T10:28:40,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-29.1,-1.0,35.2,-29.1,-0.8,35.2
2012-03-24T10:28:41,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-29.0,-0.7,35.1,-29.0,-0.5,35.1
2012-03-24T10:28:42,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-29.0,-0.5,35.0,-29.0,-0.3,35.0
2012-03-24T10:28:43,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-29.0,-0.3,34.9,-29.0,-0.1,34.9
2012-03-24T10:28:44,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-29.1,-0.1,34.8,-29.1,0.1,34.8
2012-03-24T10:28:45,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-29.2,0.0,34.6,-29.2,0.2,34.6
2012-03-24T10:28:46,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-29.4,0.0,34.5,-29.4,0.2,34.5
2012-03-24T10:28:47,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-29.5,0.1,34.3,-29.5,0.3,34.3
2012-03-24T10:28:48,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-29.6,0.2,34.1,-29.6,0.4,34.1
2012-03-24T10:28:49,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-29.5,0.4,34.1,-29.5,0.6,34.1
2012-03-24T10:28:50,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-29.3,0.7,33.9,-29.3,0.9,33.9
2012-03-24T10:28:51,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-29.3,0.9,33.8,-29.3,1.1,33.8
2012-03-24T10:28:52,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-29.2,1.1,33.7,-29.2,1.3,33.7
2012-03-24T10:28:53,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-29.3,1.2,33.5,-29.3,1.4,33.5
2012-03-24T10:28:54,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-29.4,1.2,33.3,-29.4,1.4,33.3
2012-03-24T10:28:55,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-29.4,1.2,33.0,-29.4,1.4,33.0
2012-03-24T10:28:56,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-29.3,1.4,32.9,-29.3,1.6,32.9
2012-03-24T10:28:57,1,GIM,265.36,56.38,-26.08,66.16,3.79,23.84,-0.40,104.22,-29.1,1.7,32.8,-29.1,1.9,32.8
2012-03-24T10:28:58,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.22,-28.9,2.1,32.6,-28.9,2.3,32.6
2012-03-24T10:28:59,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.22,-28.8,2.3,32.4,-28.8,2.5,32.4
2012-03-24T10:29:00,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-28.7,2.5,32.1,-28.7,2.7,32.1
2012-03-24T10:29:01,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-28.6,2.6,31.9,-28.6,2.8,31.9
2012-03-24T10:29:02,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-28.5,2.7,31.6,-28.5,2.9,31.6
2012-03-24T10:29:03,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-28.6,2.8,31.4,-28.6,3.0,31.4
2012-03-24T10:29:04,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-28.5,2.9,31.1,-28.4,3.1,31.1
2012-03-24T10:29:05,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-28.3,3.1,30.8,-28.3,3.3,30.8
2012-03-24T10:29:06,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-28.0,3.5,30.8,-28.0,3.7,30.8
2012-03-24T10:29:07,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-27.9,3.6,30.5,-27.9,3.8,30.5
2012-03-24T10:29:08,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-27.6,3.9,30.3,-27.6,4.1,30.3
2012-03-24T10:29:09,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-27.5,4.0,30.0,-27.5,4.2,30.0
2012-03-24T10:29:10,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-27.5,4.0,29.7,-27.4,4.2,29.7
2012-03-24T10:29:11,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-27.4,4.1,29.6,-27.4,4.3,29.6
2012-03-24T10:29:12,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-27.3,4.2,29.2,-27.2,4.4,29.2
2012-03-24T10:29:13,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-27.1,4.3,29.0,-27.0,4.5,29.0
2012-03-24T10:29:14,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-26.8,4.5,28.8,-26.7,4.7,28.8
2012-03-24T10:29:15,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-26.4,4.9,28.7,-26.4,5.1,28.7
2012-03-24T10:29:16,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-26.3,5.0,28.5,-26.3,5.2,28.5
2012-03-24T10:29:17,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-26.1,5.2,28.3,-26.0,5.4,28.3
2012-03-24T10:29:18,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-25.9,5.3,28.0,-25.9,5.5,28.0
2012-03-24T10:29:19,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-25.8,5.4,27.8,-25.8,5.5,27.8
2012-03-24T10:29:20,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-25.7,5.5,27.6,-25.6,5.6,27.6
2012-03-24T10:29:21,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-25.6,5.5,27.4,-25.5,5.7,27.4
2012-03-24T10:29:22,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-25.3,5.7,27.1,-25.3,5.9,27.1
2012-03-24T10:29:23,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-25.0,6.1,27.0,-24.9,6.3,27.0
2012-03-24T10:29:24,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-24.8,6.3,26.9,-24.7,6.5,26.9
2012-03-24T10:29:25,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-24.6,6.5,26.7,-24.5,6.7,26.7
2012-03-24T10:29:26,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-24.5,6.6,26.5,-24.5,6.8,26.5
2012-03-24T10:29:27,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-24.5,6.7,26.3,-24.4,6.9,26.3
2012-03-24T10:29:28,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-24.3,6.8,26.1,-24.3,7.0,26.1
2012-03-24T10:29:29,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-24.2,6.9,26.0,-24.2,7.1,26.0
2012-03-24T10:29:30,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-24.0,7.2,25.9,-23.9,7.3,25.9
2012-03-24T10:29:31,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-23.8,7.2,25.7,-23.8,7.4,25.7
2012-03-24T10:29:32,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-23.4,7.6,25.6,-23.3,7.8,25.6
2012-03-24T10:29:33,1,GIM,265.36,56.38,-26.08,66.16,3.80,23.84,-0.40,104.10,-23.2,7.8,25.5,-23.1,7.9,25.5
2012-03-24T10:29:34,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-23.1,7.9,25.4,-23.0,8.0,25.4
2012-03-24T10:29:35,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-22.9,8.0,25.2,-22.9,8.1,25.2
2012-03-24T10:29:36,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-22.9,8.0,25.1,-22.8,8.2,25.1
2012-03-24T10:29:37,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-22.8,8.0,24.9,-22.7,8.2,24.9
2012-03-24T10:29:38,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-22.7,8.0,24.7,-22.6,8.2,24.7
2012-03-24T10:29:39,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-22.5,8.2,24.6,-22.4,8.3,24.6
2012-03-24T10:29:40,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-22.4,8.3,24.6,-22.3,8.4,24.6
2012-03-24T10:29:41,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-22.0,8.5,24.5,-22.0,8.7,24.5
2012-03-24T10:29:42,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-21.9,8.6,24.4,-21.9,8.8,24.4
2012-03-24T10:29:43,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-21.7,8.8,24.3,-21.7,9.0,24.3
2012-03-24T10:29:44,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-21.7,8.9,24.1,-21.6,9.0,24.1
2012-03-24T10:29:45,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-21.6,8.9,24.0,-21.5,9.1,24.0
2012-03-24T10:29:46,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-21.5,9.0,24.0,-21.4,9.2,24.0
2012-03-24T10:29:47,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-21.5,9.1,23.9,-21.4,9.2,23.9
2012-03-24T10:29:48,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-21.4,9.1,23.8,-21.4,9.3,23.8
2012-03-24T10:29:49,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-21.2,9.4,23.8,-21.1,9.5,23.8
2012-03-24T10:29:50,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-21.0,9.5,23.7,-20.9,9.7,23.7
2012-03-24T10:29:51,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-20.9,9.7,23.7,-20.8,9.8,23.7
2012-03-24T10:29:52,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-20.6,9.9,23.7,-20.6,10.1,23.7
2012-03-24T10:29:53,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-20.5,10.0,23.6,-20.5,10.1,23.6
2012-03-24T10:29:54,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-20.5,10.1,23.5,-20.4,10.2,23.5
2012-03-24T10:29:55,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-20.3,10.2,23.5,-20.3,10.3,23.5
2012-03-24T10:29:56,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-20.3,10.2,23.2,-20.2,10.3,23.2
2012-03-24T10:29:57,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-20.2,10.2,23.1,-20.2,10.3,23.1
2012-03-24T10:29:58,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-20.0,10.3,23.1,-20.0,10.4,23.1
2012-03-24T10:29:59,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,104.10,-19.7,10.4,23.0,-19.7,10.5,23.0
2012-03-24T10:30:00,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,103.97,-19.5,10.6,22.9,-19.4,10.7,22.9
2012-03-24T10:30:01,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,103.97,-19.2,10.8,22.9,-19.1,10.9,22.9
2012-03-24T10:30:02,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,103.97,-19.0,10.9,22.8,-18.9,11.0,22.8
2012-03-24T10:30:03,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,103.97,-18.8,10.9,22.6,-18.7,11.0,22.6
2012-03-24T10:30:04,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,103.97,-18.6,11.0,22.5,-18.6,11.1,22.5
2012-03-24T10:30:05,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,103.97,-18.6,10.8,22.3,-18.5,11.0,22.3
2012-03-24T10:30:06,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,103.97,-18.4,10.9,22.2,-18.3,11.0,22.2
2012-03-24T10:30:07,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,103.97,-18.2,10.9,22.1,-18.2,11.0,22.1
2012-03-24T10:30:08,1,GIM,265.36,56.38,-26.08,66.16,3.81,23.84,-0.40,103.97,-18.1,10.8,22.0,-18.1,10.9,22.0
2012-03-24T10:30:09,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-17.9,10.9,22.0,-17.8,11.0,22.0
2012-03-24T10:30:10,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-17.6,11.0,21.8,-17.6,11.1,21.8
2012-03-24T10:30:11,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-17.5,11.0,21.8,-17.4,11.2,21.8
2012-03-24T10:30:12,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-17.3,11.1,21.7,-17.2,11.2,21.7
2012-03-24T10:30:13,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-17.2,11.1,21.5,-17.1,11.2,21.5
2012-03-24T10:30:14,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-17.2,11.0,21.4,-17.1,11.1,21.4
2012-03-24T10:30:15,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-17.2,10.8,21.3,-17.1,11.0,21.3
2012-03-24T10:30:16,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-17.0,10.9,21.2,-17.0,11.0,21.2
2012-03-24T10:30:17,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-16.8,11.0,21.1,-16.7,11.1,21.1
2012-03-24T10:30:18,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-16.5,11.1,21.1,-16.5,11.2,21.1
2012-03-24T10:30:19,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-16.3,11.2,21.1,-16.2,11.4,21.1
2012-03-24T10:30:20,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-16.1,11.3,21.0,-16.0,11.4,21.0
2012-03-24T10:30:21,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-16.0,11.3,20.9,-16.0,11.4,20.9
2012-03-24T10:30:22,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-15.8,11.5,20.9,-15.7,11.6,20.9
2012-03-24T10:30:23,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-15.8,11.4,20.7,-15.7,11.5,20.7
2012-03-24T10:30:24,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-15.6,11.5,20.7,-15.6,11.6,20.7
2012-03-24T10:30:25,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-15.5,11.4,20.5,-15.5,11.5,20.5
2012-03-24T10:30:26,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-15.4,11.4,20.5,-15.4,11.5,20.5
2012-03-24T10:30:27,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-15.2,11.5,20.3,-15.1,11.6,20.3
2012-03-24T10:30:28,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-14.8,11.7,20.3,-14.7,11.8,20.3
2012-03-24T10:30:29,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-14.6,11.8,20.3,-14.5,11.9,20.3
2012-03-24T10:30:30,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-14.4,11.9,20.2,-14.3,12.0,20.2
2012-03-24T10:30:31,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-14.2,11.9,20.1,-14.1,12.0,20.1
2012-03-24T10:30:32,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-14.0,11.9,19.9,-13.9,12.0,19.9
2012-03-24T10:30:33,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-13.8,11.9,19.8,-13.8,12.0,19.8
2012-03-24T10:30:34,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-13.7,11.8,19.6,-13.6,11.9,19.6
2012-03-24T10:30:35,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-13.5,11.8,19.5,-13.4,11.9,19.5
2012-03-24T10:30:36,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-13.3,11.8,19.4,-13.2,11.9,19.4
2012-03-24T10:30:37,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-13.0,12.0,19.3,-12.9,12.1,19.3
2012-03-24T10:30:38,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-12.7,12.1,19.3,-12.6,12.2,19.3
2012-03-24T10:30:39,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-12.4,12.2,19.1,-12.3,12.3,19.1
2012-03-24T10:30:40,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-12.2,12.3,19.1,-12.1,12.4,19.1
2012-03-24T10:30:41,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-12.1,12.3,19.0,-12.0,12.3,19.0
2012-03-24T10:30:42,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-12.1,12.1,18.7,-12.0,12.1,18.7
2012-03-24T10:30:43,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-12.0,12.0,18.6,-11.9,12.1,18.6
2012-03-24T10:30:44,1,GIM,265.36,56.38,-26.08,66.16,3.82,23.84,-0.40,103.97,-11.8,12.1,18.6,-11.7,12.2,18.6
2012-03-24T10:30:45,1,GIM,265.36,56.38,-26.08,66.16,3.83,23.84,-0.40,103.97,-11.6,12.1,18.5,-11.6,12.2,18.5
2012-03-24T10:30:46,1,GIM,265.36,56.38,-26.08,66.16,3.83,23.84,-0.40,103.97,-11.3,12.3,18.5,-11.3,12.3,18.5
2012-03-24T10:30:47,1,GIM,265.36,56.38,-26.08,66.16,3.83,23.84,-0.40,103.97,-11.2,12.4,18.5,-11.1,12.4,18.5
2012-03-24T10:30:48,1,GIM,265.36,56.38,-26.08,66.16,3.83,23.84,-0.40,103.97,-11.0,12.4,18.4,-10.9,12.5,18.4
2012-03-24T10:30:49,1,GIM,265.36,56.38,-26.08,66.16,3.83,23.84,-0.40,103.97,-10.9,12.4,18.3,-10.8,12.5,18.3
2012-03-24T10:30:50,1,GIM,265.36,56.38,-26.08,66.16,3.83,23.84,-0.40,103.97,-10.9,12.4,18.2,-10.8,12.4,18.2
2012-03-24T10:30:51,1,GIM,265.36,56.38,-26.08,66.16,3.83,23.84,-0.40,103.97,-10.9,12.3,18.1,-10.8,12.3,18.1
2012-03-24T10:30:52,1,GIM,265.36,56.38,-26.08,66.16,3.83,23.84,-0.40,103.97,-10.7,12.3,18.1,-10.6,12.4,18.1
2012-03-24T10:30:53,1,GIM,265.36,56.38,-26.08,66.16,3.83,23.84,-0.40,103.97,-10.6,12.3,18.0,-10.5,12.4,18.0
